regime	window_kb	epoch_progress	epoch	batch	batches_in_epoch	train_loss	source
chrxtrain	5	1.9449811003779924	2	9000.0	9524.0	0.0116	running_log
chrxtrain	5	1.997480050398992	2	9500.0	9524.0	0.01157	running_log
chrxtrain	5	2.0	2			0.011574392280776134	epoch_mean
chrxtrain	5	2.0524989500209996	3	500.0	9524.0	0.01058	running_log
chrxtrain	5	2.104997900041999	3	1000.0	9524.0	0.01051	running_log
chrxtrain	5	2.1574968500629987	3	1500.0	9524.0	0.01048	running_log
chrxtrain	5	2.2099958000839983	3	2000.0	9524.0	0.01034	running_log
chrxtrain	5	2.262494750104998	3	2500.0	9524.0	0.01037	running_log
chrxtrain	5	2.3149937001259975	3	3000.0	9524.0	0.01027	running_log
chrxtrain	5	2.367492650146997	3	3500.0	9524.0	0.01025	running_log
chrxtrain	5	2.4199916001679966	3	4000.0	9524.0	0.01018	running_log
chrxtrain	5	2.472490550188996	3	4500.0	9524.0	0.01017	running_log
chrxtrain	5	2.524989500209996	3	5000.0	9524.0	0.01012	running_log
chrxtrain	5	2.5774884502309954	3	5500.0	9524.0	0.01009	running_log
chrxtrain	5	2.629987400251995	3	6000.0	9524.0	0.0101	running_log
chrxtrain	5	2.6824863502729945	3	6500.0	9524.0	0.01004	running_log
chrxtrain	5	2.734985300293994	3	7000.0	9524.0	0.01004	running_log
chrxtrain	5	2.7874842503149937	3	7500.0	9524.0	0.01004	running_log
chrxtrain	5	2.8399832003359933	3	8000.0	9524.0	0.00999	running_log
chrxtrain	5	2.892482150356993	3	8500.0	9524.0	0.00998	running_log
chrxtrain	5	2.9449811003779924	3	9000.0	9524.0	0.00996	running_log
chrxtrain	5	2.997480050398992	3	9500.0	9524.0	0.00993	running_log
chrxtrain	5	3.0	3			0.0099290947893112	epoch_mean
chrxtrain	5	3.0524989500209996	4	500.0	9524.0	0.00884	running_log
chrxtrain	5	3.104997900041999	4	1000.0	9524.0	0.00871	running_log
chrxtrain	5	3.1574968500629987	4	1500.0	9524.0	0.00875	running_log
chrxtrain	5	3.2099958000839983	4	2000.0	9524.0	0.00877	running_log
chrxtrain	5	3.262494750104998	4	2500.0	9524.0	0.00876	running_log
